fq	name
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000007465.2	GCF_000007465N2
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000091645.1	GCF_000091645N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228745.1	GCF_000228745N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228765.1	GCF_000228765N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228785.1	GCF_000228785N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228805.1	GCF_000228805N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228825.1	GCF_000228825N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228845.1	GCF_000228845N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228865.1	GCF_000228865N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228885.1	GCF_000228885N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228905.1	GCF_000228905N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228925.1	GCF_000228925N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228945.1	GCF_000228945N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228965.1	GCF_000228965N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000228985.1	GCF_000228985N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229005.1	GCF_000229005N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229025.1	GCF_000229025N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229045.1	GCF_000229045N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229065.1	GCF_000229065N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229085.1	GCF_000229085N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229105.1	GCF_000229105N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229125.1	GCF_000229125N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229145.1	GCF_000229145N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229165.1	GCF_000229165N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229185.1	GCF_000229185N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229205.1	GCF_000229205N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229225.1	GCF_000229225N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229245.1	GCF_000229245N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229265.1	GCF_000229265N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229285.1	GCF_000229285N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229305.1	GCF_000229305N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229325.1	GCF_000229325N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229345.1	GCF_000229345N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229365.1	GCF_000229365N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229385.1	GCF_000229385N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229405.1	GCF_000229405N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229425.1	GCF_000229425N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229445.1	GCF_000229445N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229465.1	GCF_000229465N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229485.1	GCF_000229485N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229505.1	GCF_000229505N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229525.1	GCF_000229525N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229545.1	GCF_000229545N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229565.1	GCF_000229565N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229585.1	GCF_000229585N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229605.1	GCF_000229605N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229625.1	GCF_000229625N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229645.1	GCF_000229645N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229685.1	GCF_000229685N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229705.1	GCF_000229705N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229725.1	GCF_000229725N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229745.1	GCF_000229745N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229765.1	GCF_000229765N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229785.1	GCF_000229785N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229805.1	GCF_000229805N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229845.1	GCF_000229845N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229905.1	GCF_000229905N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229925.1	GCF_000229925N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229945.1	GCF_000229945N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229965.1	GCF_000229965N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000229985.1	GCF_000229985N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230005.1	GCF_000230005N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230025.1	GCF_000230025N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230045.1	GCF_000230045N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230065.1	GCF_000230065N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230085.1	GCF_000230085N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230105.1	GCF_000230105N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230125.1	GCF_000230125N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230145.1	GCF_000230145N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230165.1	GCF_000230165N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230205.1	GCF_000230205N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000230225.1	GCF_000230225N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000271865.1	GCF_000271865N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000284575.1	GCF_000284575N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339055.1	GCF_000339055N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339075.1	GCF_000339075N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339095.1	GCF_000339095N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339115.1	GCF_000339115N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339135.1	GCF_000339135N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339155.1	GCF_000339155N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339175.1	GCF_000339175N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339195.1	GCF_000339195N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339215.1	GCF_000339215N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339235.1	GCF_000339235N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339255.1	GCF_000339255N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339275.1	GCF_000339275N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339295.1	GCF_000339295N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339315.1	GCF_000339315N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339335.1	GCF_000339335N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339355.1	GCF_000339355N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339375.1	GCF_000339375N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339395.1	GCF_000339395N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339415.1	GCF_000339415N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339435.1	GCF_000339435N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339455.1	GCF_000339455N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339475.1	GCF_000339475N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339495.1	GCF_000339495N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339515.1	GCF_000339515N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339535.1	GCF_000339535N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339555.1	GCF_000339555N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339575.1	GCF_000339575N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339595.1	GCF_000339595N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339615.1	GCF_000339615N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339635.1	GCF_000339635N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339655.1	GCF_000339655N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339675.1	GCF_000339675N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339695.1	GCF_000339695N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339715.1	GCF_000339715N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339735.1	GCF_000339735N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339755.1	GCF_000339755N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339775.1	GCF_000339775N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339795.1	GCF_000339795N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339815.1	GCF_000339815N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339835.1	GCF_000339835N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339855.1	GCF_000339855N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339875.1	GCF_000339875N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339895.1	GCF_000339895N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339915.1	GCF_000339915N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339935.1	GCF_000339935N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339955.1	GCF_000339955N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339975.1	GCF_000339975N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000339995.1	GCF_000339995N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340015.1	GCF_000340015N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340035.1	GCF_000340035N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340055.1	GCF_000340055N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340075.1	GCF_000340075N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340095.1	GCF_000340095N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340115.1	GCF_000340115N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340135.1	GCF_000340135N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340155.1	GCF_000340155N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000340175.1	GCF_000340175N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000347795.1	GCF_000347795N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000347815.1	GCF_000347815N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000347835.1	GCF_000347835N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000347855.1	GCF_000347855N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000347875.1	GCF_000347875N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000347895.1	GCF_000347895N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000375505.1	GCF_000375505N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000496535.1	GCF_000496535N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000496555.1	GCF_000496555N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522565.1	GCF_000522565N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522585.1	GCF_000522585N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522605.1	GCF_000522605N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522625.1	GCF_000522625N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522645.1	GCF_000522645N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522665.1	GCF_000522665N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522685.1	GCF_000522685N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522705.1	GCF_000522705N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522725.1	GCF_000522725N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522745.1	GCF_000522745N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522765.1	GCF_000522765N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522785.1	GCF_000522785N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522805.2	GCF_000522805N2
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522825.1	GCF_000522825N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522845.1	GCF_000522845N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522865.1	GCF_000522865N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522885.1	GCF_000522885N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522905.1	GCF_000522905N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522925.1	GCF_000522925N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_000522945.1	GCF_000522945N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_001068415.1	GCF_001068415N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_001069835.1	GCF_001069835N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_001073145.1	GCF_001073145N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_001558215.1	GCF_001558215N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_001625005.1	GCF_001625005N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_001703615.1	GCF_001703615N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_002083175.2	GCF_002083175N2
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_002155285.1	GCF_002155285N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_002157665.1	GCF_002157665N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_002179995.1	GCF_002179995N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_002212845.1	GCF_002212845N1
/projects/sikora/people/xvh856/projects/mutans_assemblies/bacteria/GCF_002212855.1	GCF_002212855N1
